accent,accent_profile,audio_clean_path,audio_telephony_path,base_script_id,category,clean_encoding,clean_sample_rate,clip_id,contains_ambiguity,contains_medical_terms,contains_numeric_confusion,difficulty,duration_sec,has_interruptions,input_hash,manifest_version,medical_domain,medical_subtype,noise_components,noise_level,noise_profile,noise_render,numeric_confusion_type,scenario,scenario_group,script_family_id,speech_style,split,telephony_encoding,telephony_sample_rate,text,voice_id,voice_type
indian_english,south_asian_english,clean/clip_0019_accented.wav,telephony/clip_0019_accented.wav,script_0019,medication_question,pcm_s16le,16000,clip_0019_accented,False,True,False,medium,8.034125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0019,careful,train,pcm_s16le,8000,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",EXAVITQu4vr4xnSDxMaL,accented
us,,clean_rich_noisy/clip_0019_medical.wav,telephony_rich_noisy/clip_0019_medical.wav,script_0019,medical_conversation,pcm_s16le,16000,clip_0019_medical,False,True,False,hard,7.94125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0019,clinical,test,pcm_s16le,8000,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",FGY2WhTYpPnrIDTdsKH5,clinical
us,,clean/clip_0020_clean.wav,telephony/clip_0020_clean.wav,script_0020,medication_followup,pcm_s16le,16000,clip_0020_clean,True,True,True,easy,8.777125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,clean_speech,baseline,family_0020,calm,train,pcm_s16le,8000,"I was prescribed prednisone for inflammation, but I’m not sure how often I should take it, like maybe every 12 or 20 hours, or if I need to taper the dose.",pNInz6obpgDQGcFmaJgB,neutral
us,,clean_rich_noisy/clip_0020_noisy_med.wav,telephony_rich_noisy/clip_0020_noisy_med.wav,script_0020,triage_call,pcm_s16le,16000,clip_0020_noisy_med,True,True,True,medium,8.870062,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0020,conversational,train,pcm_s16le,8000,"I was prescribed prednisone for inflammation, but I’m not sure how often I should take it, like maybe every 12 or 20 hours, or if I need to taper the dose.",CwhRBWXzGAHq8TQ4Fs17,telephony
us,,clean_rich_noisy/clip_0020_noisy_high.wav,telephony_rich_noisy/clip_0020_noisy_high.wav,script_0020,urgent_symptom,pcm_s16le,16000,clip_0020_noisy_high,True,True,True,hard,9.566625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,duration_confusion,noisy_environment,noisy,family_0020,stressed,val,pcm_s16le,8000,"I was prescribed prednisone for inflammation, but I’m not sure how often I should take it, like maybe every 12 or 20 hours, or if I need to taper the dose.",EXAVITQu4vr4xnSDxMaL,telephony
indian_english,south_asian_english,clean/clip_0020_accented.wav,telephony/clip_0020_accented.wav,script_0020,medication_question,pcm_s16le,16000,clip_0020_accented,True,True,True,medium,9.520188,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,duration_confusion,accented_speech,accented,family_0020,careful,train,pcm_s16le,8000,"I was prescribed prednisone for inflammation, but I’m not sure how often I should take it, like maybe every 12 or 20 hours, or if I need to taper the dose.",FGY2WhTYpPnrIDTdsKH5,accented
us,,clean_rich_noisy/clip_0020_medical.wav,telephony_rich_noisy/clip_0020_medical.wav,script_0020,medical_conversation,pcm_s16le,16000,clip_0020_medical,True,True,True,hard,9.798813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,duration_confusion,medical_conversation,medical,family_0020,clinical,test,pcm_s16le,8000,"I was prescribed prednisone for inflammation, but I’m not sure how often I should take it, like maybe every 12 or 20 hours, or if I need to taper the dose.",IKne3meq5aSn9XLyUdCD,clinical
us,,clean/clip_0021_clean.wav,telephony/clip_0021_clean.wav,script_0021,medication_followup,pcm_s16le,16000,clip_0021_clean,False,True,False,easy,7.987687,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0021,calm,train,pcm_s16le,8000,"For accuracy, I take metformin 500 mg twice daily and lisinopril 10 mg once daily, and I have not missed any doses this week.",CwhRBWXzGAHq8TQ4Fs17,neutral
us,,clean_rich_noisy/clip_0021_noisy_med.wav,telephony_rich_noisy/clip_0021_noisy_med.wav,script_0021,triage_call,pcm_s16le,16000,clip_0021_noisy_med,False,True,False,medium,8.452063,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0021,conversational,train,pcm_s16le,8000,"For accuracy, I take metformin 500 mg twice daily and lisinopril 10 mg once daily, and I have not missed any doses this week.",EXAVITQu4vr4xnSDxMaL,telephony
us,,clean_rich_noisy/clip_0021_noisy_high.wav,telephony_rich_noisy/clip_0021_noisy_high.wav,script_0021,urgent_symptom,pcm_s16le,16000,clip_0021_noisy_high,False,True,False,hard,8.544937,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0021,stressed,val,pcm_s16le,8000,"For accuracy, I take metformin 500 mg twice daily and lisinopril 10 mg once daily, and I have not missed any doses this week.",FGY2WhTYpPnrIDTdsKH5,telephony
indian_english,south_asian_english,clean/clip_0021_accented.wav,telephony/clip_0021_accented.wav,script_0021,medication_question,pcm_s16le,16000,clip_0021_accented,False,True,False,medium,9.148687,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0021,careful,train,pcm_s16le,8000,"For accuracy, I take metformin 500 mg twice daily and lisinopril 10 mg once daily, and I have not missed any doses this week.",IKne3meq5aSn9XLyUdCD,accented
us,,clean_rich_noisy/clip_0021_medical.wav,telephony_rich_noisy/clip_0021_medical.wav,script_0021,medical_conversation,pcm_s16le,16000,clip_0021_medical,False,True,False,hard,8.9165,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0021,clinical,test,pcm_s16le,8000,"For accuracy, I take metformin 500 mg twice daily and lisinopril 10 mg once daily, and I have not missed any doses this week.",JBFqnCBsd6RMkjVDRZzb,clinical
us,,clean/clip_0022_clean.wav,telephony/clip_0022_clean.wav,script_0022,medication_followup,pcm_s16le,16000,clip_0022_clean,False,True,False,easy,9.195125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0022,calm,train,pcm_s16le,8000,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",EXAVITQu4vr4xnSDxMaL,neutral
us,,clean_rich_noisy/clip_0022_noisy_med.wav,telephony_rich_noisy/clip_0022_noisy_med.wav,script_0022,triage_call,pcm_s16le,16000,clip_0022_noisy_med,False,True,False,medium,8.637813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0022,conversational,train,pcm_s16le,8000,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",FGY2WhTYpPnrIDTdsKH5,telephony
us,,clean_rich_noisy/clip_0022_noisy_high.wav,telephony_rich_noisy/clip_0022_noisy_high.wav,script_0022,urgent_symptom,pcm_s16le,16000,clip_0022_noisy_high,False,True,False,hard,9.334437,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0022,stressed,val,pcm_s16le,8000,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",IKne3meq5aSn9XLyUdCD,telephony
indian_english,south_asian_english,clean/clip_0022_accented.wav,telephony/clip_0022_accented.wav,script_0022,medication_question,pcm_s16le,16000,clip_0022_accented,False,True,False,medium,9.752375,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0022,careful,train,pcm_s16le,8000,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",JBFqnCBsd6RMkjVDRZzb,accented
us,,clean_rich_noisy/clip_0022_medical.wav,telephony_rich_noisy/clip_0022_medical.wav,script_0022,medical_conversation,pcm_s16le,16000,clip_0022_medical,False,True,False,hard,9.613062,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0022,clinical,test,pcm_s16le,8000,"I take hydralazine 25 mg at 8 AM and hydroxyzine 10 mg at bedtime, and I’m confirming that both medications are listed correctly.",N2lVS1w4EtoT3dr4eOWO,clinical
us,,clean/clip_0023_clean.wav,telephony/clip_0023_clean.wav,script_0023,medication_followup,pcm_s16le,16000,clip_0023_clean,False,True,False,easy,8.266312,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0023,calm,train,pcm_s16le,8000,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",FGY2WhTYpPnrIDTdsKH5,neutral
us,,clean_rich_noisy/clip_0023_noisy_med.wav,telephony_rich_noisy/clip_0023_noisy_med.wav,script_0023,triage_call,pcm_s16le,16000,clip_0023_noisy_med,False,True,False,medium,9.10225,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0023,conversational,train,pcm_s16le,8000,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",IKne3meq5aSn9XLyUdCD,telephony
us,,clean_rich_noisy/clip_0023_noisy_high.wav,telephony_rich_noisy/clip_0023_noisy_high.wav,script_0023,urgent_symptom,pcm_s16le,16000,clip_0023_noisy_high,False,True,False,hard,9.798813,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0023,stressed,val,pcm_s16le,8000,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",JBFqnCBsd6RMkjVDRZzb,telephony
indian_english,south_asian_english,clean/clip_0023_accented.wav,telephony/clip_0023_accented.wav,script_0023,medication_question,pcm_s16le,16000,clip_0023_accented,False,True,False,medium,12.120812,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0023,careful,train,pcm_s16le,8000,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",N2lVS1w4EtoT3dr4eOWO,accented
us,,clean_rich_noisy/clip_0023_medical.wav,telephony_rich_noisy/clip_0023_medical.wav,script_0023,medical_conversation,pcm_s16le,16000,clip_0023_medical,False,True,False,hard,8.080563,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0023,clinical,test,pcm_s16le,8000,"I switched from atorvastatin 20 mg to rosuvastatin 10 mg last month, and I want to make sure the old statin was removed from my medication list.",SAz9YHcvj6GT2YYXdXww,clinical
us,,clean/clip_0024_clean.wav,telephony/clip_0024_clean.wav,script_0024,medication_followup,pcm_s16le,16000,clip_0024_clean,False,True,False,easy,10.170375,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0024,calm,train,pcm_s16le,8000,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",IKne3meq5aSn9XLyUdCD,neutral
us,,clean_rich_noisy/clip_0024_noisy_med.wav,telephony_rich_noisy/clip_0024_noisy_med.wav,script_0024,triage_call,pcm_s16le,16000,clip_0024_noisy_med,False,True,False,medium,10.913375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0024,conversational,train,pcm_s16le,8000,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",JBFqnCBsd6RMkjVDRZzb,telephony
us,,clean_rich_noisy/clip_0024_noisy_high.wav,telephony_rich_noisy/clip_0024_noisy_high.wav,script_0024,urgent_symptom,pcm_s16le,16000,clip_0024_noisy_high,False,True,False,hard,12.213688,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0024,stressed,val,pcm_s16le,8000,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",N2lVS1w4EtoT3dr4eOWO,telephony
indian_english,south_asian_english,clean/clip_0024_accented.wav,telephony/clip_0024_accented.wav,script_0024,medication_question,pcm_s16le,16000,clip_0024_accented,False,True,False,medium,10.216812,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0024,careful,train,pcm_s16le,8000,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",SAz9YHcvj6GT2YYXdXww,accented
us,,clean_rich_noisy/clip_0024_medical.wav,telephony_rich_noisy/clip_0024_medical.wav,script_0024,medical_conversation,pcm_s16le,16000,clip_0024_medical,False,True,False,hard,11.61,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0024,clinical,test,pcm_s16le,8000,"My endocrinologist started me on insulin glargine 18 units nightly, and yesterday my fasting glucose was 142, so I’m checking if this trend looks expected.",Xb7hH8MSUJpSbSDYk0k2,clinical
us,,clean/clip_0025_clean.wav,telephony/clip_0025_clean.wav,script_0025,medication_followup,pcm_s16le,16000,clip_0025_clean,False,True,False,easy,7.058875,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0025,calm,train,pcm_s16le,8000,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",JBFqnCBsd6RMkjVDRZzb,neutral
us,,clean_rich_noisy/clip_0025_noisy_med.wav,telephony_rich_noisy/clip_0025_noisy_med.wav,script_0025,triage_call,pcm_s16le,16000,clip_0025_noisy_med,False,True,False,medium,8.034125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0025,conversational,train,pcm_s16le,8000,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",N2lVS1w4EtoT3dr4eOWO,telephony
us,,clean_rich_noisy/clip_0025_noisy_high.wav,telephony_rich_noisy/clip_0025_noisy_high.wav,script_0025,urgent_symptom,pcm_s16le,16000,clip_0025_noisy_high,False,True,False,hard,6.78025,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0025,stressed,val,pcm_s16le,8000,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",SAz9YHcvj6GT2YYXdXww,telephony
indian_english,south_asian_english,clean/clip_0025_accented.wav,telephony/clip_0025_accented.wav,script_0025,medication_question,pcm_s16le,16000,clip_0025_accented,False,True,False,medium,7.709062,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0025,careful,train,pcm_s16le,8000,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",Xb7hH8MSUJpSbSDYk0k2,accented
us,,clean_rich_noisy/clip_0025_medical.wav,telephony_rich_noisy/clip_0025_medical.wav,script_0025,medical_conversation,pcm_s16le,16000,clip_0025_medical,False,True,False,hard,8.544937,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0025,clinical,test,pcm_s16le,8000,"I took amoxicillin for three days and now I have itching and a red rash, and I need advice on whether to stop immediately.",onwK4e9ZLuTAKqWW03F9,clinical
us,,clean/clip_0026_clean.wav,telephony/clip_0026_clean.wav,script_0026,medication_followup,pcm_s16le,16000,clip_0026_clean,False,True,False,easy,10.356125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0026,calm,train,pcm_s16le,8000,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",N2lVS1w4EtoT3dr4eOWO,neutral
us,,clean_rich_noisy/clip_0026_noisy_med.wav,telephony_rich_noisy/clip_0026_noisy_med.wav,script_0026,triage_call,pcm_s16le,16000,clip_0026_noisy_med,False,True,False,medium,8.127,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0026,conversational,train,pcm_s16le,8000,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",SAz9YHcvj6GT2YYXdXww,telephony
us,,clean_rich_noisy/clip_0026_noisy_high.wav,telephony_rich_noisy/clip_0026_noisy_high.wav,script_0026,urgent_symptom,pcm_s16le,16000,clip_0026_noisy_high,False,True,False,hard,9.938125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0026,stressed,val,pcm_s16le,8000,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",Xb7hH8MSUJpSbSDYk0k2,telephony
indian_english,south_asian_english,clean/clip_0026_accented.wav,telephony/clip_0026_accented.wav,script_0026,medication_question,pcm_s16le,16000,clip_0026_accented,False,True,False,medium,9.938125,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0026,careful,train,pcm_s16le,8000,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",onwK4e9ZLuTAKqWW03F9,accented
us,,clean_rich_noisy/clip_0026_medical.wav,telephony_rich_noisy/clip_0026_medical.wav,script_0026,medical_conversation,pcm_s16le,16000,clip_0026_medical,False,True,False,hard,8.730688,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0026,clinical,test,pcm_s16le,8000,"After my dental procedure, I was told to use ibuprofen 600 mg every 6 hours, but I accidentally took it every 4 hours for one day.",pNInz6obpgDQGcFmaJgB,clinical
us,,clean/clip_0027_clean.wav,telephony/clip_0027_clean.wav,script_0027,medication_followup,pcm_s16le,16000,clip_0027_clean,False,True,False,easy,7.894813,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0027,calm,train,pcm_s16le,8000,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",SAz9YHcvj6GT2YYXdXww,neutral
us,,clean_rich_noisy/clip_0027_noisy_med.wav,telephony_rich_noisy/clip_0027_noisy_med.wav,script_0027,triage_call,pcm_s16le,16000,clip_0027_noisy_med,False,True,False,medium,8.777125,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0027,conversational,train,pcm_s16le,8000,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",Xb7hH8MSUJpSbSDYk0k2,telephony
us,,clean_rich_noisy/clip_0027_noisy_high.wav,telephony_rich_noisy/clip_0027_noisy_high.wav,script_0027,urgent_symptom,pcm_s16le,16000,clip_0027_noisy_high,False,True,False,hard,9.566625,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0027,stressed,val,pcm_s16le,8000,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",onwK4e9ZLuTAKqWW03F9,telephony
indian_english,south_asian_english,clean/clip_0027_accented.wav,telephony/clip_0027_accented.wav,script_0027,medication_question,pcm_s16le,16000,clip_0027_accented,False,True,False,medium,8.637813,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0027,careful,train,pcm_s16le,8000,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",pNInz6obpgDQGcFmaJgB,accented
us,,clean_rich_noisy/clip_0027_medical.wav,telephony_rich_noisy/clip_0027_medical.wav,script_0027,medical_conversation,pcm_s16le,16000,clip_0027_medical,False,True,False,hard,8.591375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0027,clinical,test,pcm_s16le,8000,"I might have mixed up levothyroxine 75 mcg with lisinopril 10 mg this morning, and I want to know if I should monitor symptoms.",CwhRBWXzGAHq8TQ4Fs17,clinical
us,,clean/clip_0028_clean.wav,telephony/clip_0028_clean.wav,script_0028,medication_followup,pcm_s16le,16000,clip_0028_clean,False,True,False,easy,10.031,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0028,calm,train,pcm_s16le,8000,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",Xb7hH8MSUJpSbSDYk0k2,neutral
us,,clean_rich_noisy/clip_0028_noisy_med.wav,telephony_rich_noisy/clip_0028_noisy_med.wav,script_0028,triage_call,pcm_s16le,16000,clip_0028_noisy_med,False,True,False,medium,11.470688,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0028,conversational,train,pcm_s16le,8000,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",onwK4e9ZLuTAKqWW03F9,telephony
us,,clean_rich_noisy/clip_0028_noisy_high.wav,telephony_rich_noisy/clip_0028_noisy_high.wav,script_0028,urgent_symptom,pcm_s16le,16000,clip_0028_noisy_high,False,True,False,hard,9.47375,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0028,stressed,val,pcm_s16le,8000,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",pNInz6obpgDQGcFmaJgB,telephony
indian_english,south_asian_english,clean/clip_0028_accented.wav,telephony/clip_0028_accented.wav,script_0028,medication_question,pcm_s16le,16000,clip_0028_accented,False,True,False,medium,8.544937,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,accented_speech,accented,family_0028,careful,train,pcm_s16le,8000,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",CwhRBWXzGAHq8TQ4Fs17,accented
us,,clean_rich_noisy/clip_0028_medical.wav,telephony_rich_noisy/clip_0028_medical.wav,script_0028,medical_conversation,pcm_s16le,16000,clip_0028_medical,False,True,False,hard,8.31275,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,True,medication_safety,conversation+ambience+music,medium,medium,rich_background_v1,none,medical_conversation,medical,family_0028,clinical,test,pcm_s16le,8000,"For pain control, I used tramadol 50 mg at 9 PM and acetaminophen 500 mg at midnight, and I still woke up with severe pain.",EXAVITQu4vr4xnSDxMaL,clinical
us,,clean/clip_0029_clean.wav,telephony/clip_0029_clean.wav,script_0029,medication_followup,pcm_s16le,16000,clip_0029_clean,True,True,False,easy,8.31275,False,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,,low,clean,,none,clean_speech,baseline,family_0029,calm,train,pcm_s16le,8000,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",onwK4e9ZLuTAKqWW03F9,neutral
us,,clean_rich_noisy/clip_0029_noisy_med.wav,telephony_rich_noisy/clip_0029_noisy_med.wav,script_0029,triage_call,pcm_s16le,16000,clip_0029_noisy_med,True,True,False,medium,6.733812,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,medium,medium,rich_background_v1,none,noisy_environment,noisy,family_0029,conversational,train,pcm_s16le,8000,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",pNInz6obpgDQGcFmaJgB,telephony
us,,clean_rich_noisy/clip_0029_noisy_high.wav,telephony_rich_noisy/clip_0029_noisy_high.wav,script_0029,urgent_symptom,pcm_s16le,16000,clip_0029_noisy_high,True,True,False,hard,7.15175,True,6daeb555132c4c965c25c3baeff511f52a7e26140e659edacda84f7fc7abaf0d,v1,False,,conversation+ambience+music,high,high,rich_background_v1,none,noisy_environment,noisy,family_0029,stressed,val,pcm_s16le,8000,"I’m not sure if my refill was for metoprolol succinate or metoprolol tartrate, and the bottle label is hard to read.",CwhRBWXzGAHq8TQ4Fs17,telephony
